number,kind,state,state_reason,merged,labels,created,title,top,p_top,second,p_second
576,issue,closed,completed,,,2016-11-16,"Meetup.com streams return only ""Invalid HTTP upgrade"" - help needed",support_question,0.9,duplicate_invalid_spam,0.09
577,issue,closed,completed,,,2016-11-16,No visible @interface for 'SocketIOClient' ...  -- help needed,docs_gap,0.77,support_question,0.14
578,issue,closed,completed,,,2016-11-16,Memory over flow,defect_fixed_or_obsolete,0.6,defect_current,0.31
579,issue,closed,completed,,,2016-11-16,"socket.on('connect') called twice, events on server too",support_question,0.97,defect_fixed_or_obsolete,0.03
580,issue,closed,completed,,,2016-11-17,How can i catch the socket timeout in emitWithAck,support_question,0.89,feature_request,0.1
581,issue,open,,,,2016-11-22,Socket is Connected but not Emitting on Server after update swift version 2.3 to 3,support_question,0.53,defect_fixed_or_obsolete,0.26
582,issue,closed,completed,,,2016-11-23,"Got message: 3, Connecting faillure",insufficient_evidence,0.96,duplicate_invalid_spam,0.02
583,issue,closed,completed,,,2016-11-24,fatal error: cannot increment beyond endIndex,defect_current,0.56,insufficient_evidence,0.24
584,issue,closed,completed,,,2016-11-24,Unable to setup socket1.6.0 for ios version of objective C,build_packaging_env,0.45,defect_fixed_or_obsolete,0.38
585,issue,closed,completed,,,2016-11-25,tcp ip example,support_question,0.96,feature_request,0.04
586,issue,closed,completed,,,2016-11-27,socket.io and wss server in python/autobahn,support_question,0.96,duplicate_invalid_spam,0.03
587,issue,closed,completed,,enhancement,2016-11-28,Timeout interface.,feature_request,1,pr_functional,0
588,issue,closed,completed,,,2016-11-30,Chinese garbled,support_question,0.51,defect_fixed_or_obsolete,0.44
589,issue,closed,completed,,,2016-12-01,Socket is not working in 3G always reconnects coming,defect_current,0.52,support_question,0.29
590,issue,closed,completed,,,2016-12-02,How to convert  receive JSON Object in Client Side - Objective C ?,support_question,0.99,defect_fixed_or_obsolete,0.01
591,issue,closed,completed,,,2016-12-03,Client tries to upgrade to websocket when server does not support that transport,support_question,0.48,defect_fixed_or_obsolete,0.25
592,issue,closed,completed,,,2016-12-07,"App crashes as ""doDisconnect (error) (WebSocket.swift:153)""",defect_current,0.72,defect_fixed_or_obsolete,0.23
593,issue,closed,completed,,,2016-12-07,"(Objective-C) After successful connection, Emit is causing Disconnection with server. (same as #564)",support_question,0.77,duplicate_invalid_spam,0.12
594,issue,open,,,,2016-12-07,NOT SUCCESSFULLY CONNECTED?,support_question,0.97,defect_current,0.02
595,issue,closed,completed,,question,2016-12-07,Swift 3 / socket.io 0.9,support_question,0.76,defect_fixed_or_obsolete,0.17
596,issue,open,,,,2016-12-14,Socket Integration,support_question,0.99,duplicate_invalid_spam,0.01
597,issue,closed,completed,,,2016-12-16,init can not succeed,defect_fixed_or_obsolete,0.6,build_packaging_env,0.22
598,issue,closed,completed,,,2016-12-16,SSLCert not visible in Objective-C code,build_packaging_env,0.53,defect_fixed_or_obsolete,0.4
599,issue,closed,completed,,,2016-12-19,"Sometimes, the Chinese message that sended to server is mojibake",defect_fixed_or_obsolete,0.54,support_question,0.36
600,issue,closed,completed,,,2016-12-20,Socket.IO malloc: *** error: can't allocate region,defect_fixed_or_obsolete,0.67,defect_current,0.29
601,issue,closed,completed,,,2016-12-24,ERROR SocketIOClient: Invalid HTTP upgrade,support_question,0.55,defect_fixed_or_obsolete,0.25
602,pr,closed,,yes,,2016-12-26,Update SocketEngine.swift,defect_fixed_or_obsolete,0.51,pr_functional,0.42
603,issue,closed,completed,,,2016-12-30,Socket not connecting to an https:// url,support_question,0.87,defect_current,0.06
604,issue,closed,completed,,,2017-01-01,Swift 3 / socket.io-client 8.2.0: Cannot call value of non-function type 'OnAck Callback',support_question,0.64,defect_fixed_or_obsolete,0.23
605,issue,open,,,,2017-01-12,Multi connection after reconnected,defect_current,0.97,defect_fixed_or_obsolete,0.02
606,issue,closed,completed,,,2017-01-12,App crashes in v.8.1.2,defect_fixed_or_obsolete,0.8,defect_current,0.17
607,issue,closed,completed,,,2017-01-13,App receives message only in Foreground not in Background ?,support_question,0.98,defect_fixed_or_obsolete,0.02
608,issue,closed,completed,,,2017-01-23,not able to connect,support_question,0.98,defect_fixed_or_obsolete,0.02
609,issue,closed,completed,,,2017-01-24,iOS App connected to server using Simulator but not through iPhone,support_question,0.95,defect_fixed_or_obsolete,0.03
610,issue,closed,completed,,,2017-01-26,Log option affecting all sockets,support_question,0.39,defect_current,0.38
611,issue,closed,completed,,,2017-01-27,Can the library be used in objective c code,support_question,0.99,defect_fixed_or_obsolete,0.01
612,issue,closed,completed,,,2017-01-29,SocketIOClientConfiguration.swift won't compile,build_packaging_env,0.92,defect_fixed_or_obsolete,0.07
613,issue,open,,,,2017-01-29,"{""code"":1,""message"":""Session ID unknown""} while connecting users to socket.io for first attempt.",defect_current,0.55,support_question,0.41
614,issue,closed,completed,,,2017-01-30,xcode 8.3 not compiling. Solution.,defect_fixed_or_obsolete,0.52,build_packaging_env,0.48
615,issue,closed,completed,,,2017-01-31,Upload Image/Video via stream using Socket.io-stream server,feature_request,0.82,support_question,0.17
616,issue,closed,completed,,,2017-02-03,Compilation error in SocketTypes.swift,build_packaging_env,0.86,defect_fixed_or_obsolete,0.12
617,issue,closed,completed,,,2017-02-07,crash on handle event,defect_current,0.58,defect_fixed_or_obsolete,0.41
618,issue,closed,completed,,,2017-02-10,Tried emitting newMessage when not connected swift,support_question,0.94,defect_current,0.03
619,issue,closed,completed,,,2017-02-21,Fix for excessive memory use caused by the receipt of an unusually large message,defect_fixed_or_obsolete,0.68,defect_current,0.19
620,pr,closed,,no,,2017-02-22,synchronized call to mutating ackHandlers.executeAck,defect_current,0.51,pr_functional,0.38
621,pr,closed,,no,,2017-02-23,Thread safety issues,defect_current,0.45,pr_functional,0.22
622,pr,closed,,yes,,2017-02-23,thread-safe ack generation,defect_fixed_or_obsolete,0.66,pr_functional,0.26
623,issue,closed,completed,,,2017-02-23,ConnectParams socket 8.2.0,support_question,0.98,docs_gap,0.01
624,issue,closed,completed,,,2017-03-01,Crash socket after parseQueue,defect_fixed_or_obsolete,0.62,defect_current,0.34
625,issue,closed,completed,,,2017-03-02,Error Cannot GET /socket.io/?transport=polling&amp;b64=1,support_question,0.91,defect_fixed_or_obsolete,0.07
626,issue,closed,completed,,question,2017-03-02,How do i connect to & manage multiple namespaces ?,support_question,1,defect_current,0
627,issue,closed,completed,,,2017-03-06,"SocketIO pauses when app enters into background. ( Swift 3, iOS 10 )",support_question,0.94,defect_current,0.03
628,pr,closed,,yes,,2017-03-06,v8.3.0,pr_functional,0.63,defect_fixed_or_obsolete,0.31
629,pr,closed,,yes,,2017-03-06,SocketAckManager thread-safe acks removal,defect_fixed_or_obsolete,0.54,pr_functional,0.38
630,issue,open,,,,2017-03-07,Received the same event twice from one socketClient,defect_current,0.98,insufficient_evidence,0.01
631,issue,closed,completed,,,2017-03-09,Hi. Help with this error,support_question,0.9,insufficient_evidence,0.06
632,issue,closed,completed,,,2017-03-16,chinese analysis error code,defect_fixed_or_obsolete,0.97,defect_current,0.02
633,issue,closed,completed,,,2017-03-16,Creating a SocketIOClient consumes a reference from the sessionDelegate,defect_fixed_or_obsolete,0.45,defect_current,0.42
634,issue,closed,completed,,,2017-03-22,no such module 'Security',build_packaging_env,0.91,feature_request,0.08
635,issue,closed,completed,,,2017-03-25,Socket-iO Swift 3.0.,support_question,0.8,defect_fixed_or_obsolete,0.15
636,issue,closed,completed,,,2017-03-28,Update to Swift 3.1,defect_fixed_or_obsolete,0.52,build_packaging_env,0.43
637,issue,closed,completed,,,2017-03-28,please update to support swift3.1 as soon as possible,duplicate_invalid_spam,0.95,defect_fixed_or_obsolete,0.03
638,issue,open,,,,2017-03-30,Update the latest version can not submit parameters and receive the return data,defect_current,0.57,insufficient_evidence,0.18
639,issue,open,,,,2017-03-30,SocketIO crash when server disconnect client,defect_current,0.9400000000000001,insufficient_evidence,0.03
640,issue,closed,completed,,,2017-03-30,Wrong utf8 string encoding with Swift 3.1,defect_fixed_or_obsolete,0.96,defect_current,0.03
641,issue,closed,completed,,,2017-04-02,Convert to JSON Format,support_question,1,defect_current,0
642,pr,closed,,no,,2017-04-04,Fix markdown formatting of titles in README.md,pr_non_functional,0.72,duplicate_invalid_spam,0.26
643,pr,closed,,yes,,2017-04-04,Fix markdown formatting issues in README.md,pr_non_functional,1,defect_current,0
644,issue,closed,completed,,,2017-04-05,Multiple connections but only one receive events,defect_fixed_or_obsolete,0.58,defect_current,0.27
645,issue,closed,completed,,question,2017-04-06,pod issues,build_packaging_env,0.98,defect_fixed_or_obsolete,0.01
646,issue,closed,completed,,,2017-04-09,WebSocket.cleanupStream() crash and more.,defect_current,0.55,defect_fixed_or_obsolete,0.41
647,issue,closed,completed,,,2017-04-10,pod install  the version is still 8.2.0 available,build_packaging_env,0.88,defect_fixed_or_obsolete,0.11
648,issue,closed,completed,,,2017-04-10,Socket really new to this?,support_question,1,defect_current,0
649,issue,closed,completed,,,2017-04-10,sharedInstance does not work in singleton class,support_question,0.95,defect_fixed_or_obsolete,0.03
650,issue,closed,completed,,,2017-04-11,我会监听到多次一样的推送，怎么回事,defect_fixed_or_obsolete,0.4,defect_current,0.25
651,pr,closed,,yes,,2017-04-13,remove engine’s listener before assign new instance,pr_functional,0.63,defect_fixed_or_obsolete,0.34
652,issue,closed,completed,,,2017-04-13,emitWithAck,support_question,0.94,docs_gap,0.04
653,issue,closed,completed,,,2017-04-17,Not able to get event after socket connected success fully,support_question,0.73,defect_current,0.21
654,issue,closed,completed,,,2017-04-20,How to start one on one chat in swift ios,support_question,1,insufficient_evidence,0
655,issue,closed,completed,,,2017-04-24,after Update Pod issue,build_packaging_env,0.97,defect_fixed_or_obsolete,0.03
656,issue,open,,,,2017-04-24,socket looses connection as soon as it is connected. Sometimes keeps connected for sometime then again disconnects,defect_current,0.65,support_question,0.31
657,issue,closed,completed,,bug|patched,2017-04-25,Can not connect after change device time,defect_fixed_or_obsolete,0.85,defect_current,0.14
658,pr,closed,,yes,,2017-04-25,Fixed headings,pr_non_functional,1,defect_current,0
659,issue,closed,completed,,,2017-04-26,socket.emit,support_question,1,defect_current,0
661,issue,closed,completed,,enhancement|done,2017-04-26,Refactor DispatchQueues so that there's less of them,feature_request,0.65,defect_fixed_or_obsolete,0.15
663,issue,closed,completed,,,2017-04-30,"when I run myApp.ipa(archived adhoc), it crash",build_packaging_env,0.87,defect_fixed_or_obsolete,0.07
664,issue,closed,completed,,,2017-04-30,Error: SocketIOClientConfiguration does not confirm to protocol 'Collection',build_packaging_env,0.7,defect_fixed_or_obsolete,0.3
665,issue,closed,completed,,,2017-05-04,it can't compile successfully in Xcode8.3.1,build_packaging_env,0.74,defect_fixed_or_obsolete,0.26
666,pr,closed,,no,,2017-05-04,Update SocketIOClient.swift,pr_functional,0.71,feature_request,0.25
667,issue,closed,completed,,enhancement|done,2017-05-04,Distinguish better when ack times out,feature_request,0.64,defect_fixed_or_obsolete,0.35000000000000003
668,issue,closed,completed,,enhancement|done,2017-05-05,Allow changes to SocketIOClientStatus of SocketIOClient to be observed,feature_request,0.93,defect_fixed_or_obsolete,0.07
669,pr,closed,,no,,2017-05-05,Refactor engine,pr_functional,0.93,insufficient_evidence,0.03
670,issue,closed,completed,,enhancement|done,2017-05-06,Jazzy documentaion,docs_gap,0.57,pr_non_functional,0.16
671,pr,closed,,no,,2017-05-06,v9.0,pr_functional,0.84,pr_non_functional,0.09
672,issue,closed,completed,,enhancement|done,2017-05-06,Investigate adding support for custom SocketData classes/structs.,feature_request,1,insufficient_evidence,0
673,pr,closed,,yes,,2017-05-06,Document SocketIOClientSwift,pr_non_functional,0.95,docs_gap,0.04
674,issue,closed,completed,,,2017-05-06,Socket IO Client doesn't connect after long delay (24hrs approx),defect_current,0.8,support_question,0.11
675,issue,closed,completed,,enhancement|done,2017-05-07,Client events should be in an enum,feature_request,0.77,defect_fixed_or_obsolete,0.1
676,issue,closed,completed,,bug|patched,2017-05-07,Connect timeout should stop any reconnecting,defect_fixed_or_obsolete,0.82,insufficient_evidence,0.14
677,issue,closed,completed,,enhancement|done,2017-05-07,Errors in SocketData should be reported to the users.,feature_request,0.68,defect_fixed_or_obsolete,0.25
678,pr,closed,,yes,,2017-05-07,v9.0.1,pr_functional,0.65,insufficient_evidence,0.27
679,issue,open,,,enhancement,2017-05-10,Client-side and server-side errors are difficult to differentiate,feature_request,0.99,defect_current,0.01
680,issue,closed,completed,,enhancement,2017-05-10,Setting SocketIOClient's config value after initialization results in unusable client,feature_request,0.66,defect_current,0.18
681,issue,open,,,bug,2017-05-10,"Client fires ""error"" event for 60 second timeout, timeout handlers >60s never fire",defect_current,1,duplicate_invalid_spam,0
682,issue,closed,completed,,,2017-05-10,HTTPS problem,support_question,0.96,defect_fixed_or_obsolete,0.03
683,issue,closed,completed,,,2017-05-11,how to get ping time and use to indicate poor connection,support_question,0.71,feature_request,0.16
684,issue,closed,completed,,enhancement|done,2017-05-11,How to include a custom authentication token AFTER connect,support_question,0.55,feature_request,0.4
685,issue,closed,completed,,,2017-05-13,Error: Event Handler not called from Android to iOS,support_question,0.93,defect_current,0.03
686,issue,closed,completed,,question,2017-05-15,socket.io-client-swift Use in Objective-C Project,support_question,1,build_packaging_env,0
687,issue,closed,completed,,question,2017-05-16,Connect server TLS/SSL with custom certificates,support_question,1,build_packaging_env,0
688,issue,closed,completed,,question,2017-05-16,"Objective - C custom path, how to do",support_question,1,build_packaging_env,0
689,issue,closed,completed,,,2017-05-16,接收不到消息,support_question,0.9,defect_current,0.07
690,issue,closed,completed,,,2017-05-18,Can the user-agent to configure it by yourself,feature_request,0.68,support_question,0.25
691,issue,closed,completed,,enhancement|patched,2017-05-19,Compatibility with socket io 2.0,defect_fixed_or_obsolete,0.64,support_question,0.33
